,pdfFile,txtFile,eventDate,eventPlace,locList,geoEvents
69,1677%20din%2007.12.2016.pdf,1677%20din%2007.12.2016.txt,15.11.2016,Tataru,"['ROMANIA', 'Tataru', 'judetul Prahova', 'DC 50', 'Prahova', 'Prahova', 'erodari de', 'DC 50']",[]
70,1685%20din%2004.08.2017.pdf,1685%20din%2004.08.2017.txt,04.08.2017,Secaria,"['ROMANIA', 'Secaria\n\nin urma', 'Prahova', 'Secaria', 'Secaria', 'judetul Prahova', 'Secaria', 'DC 1 B Secaria Posada', 'Secaria', 'talvegului cu\ncirca 2 m;\n\n', 'talvegului cu circa', 'D.C. 1 B', 'strada Negroi', 'D.C. 1 B', 'strada Negroi', 'Secaria in', 'Paltinu', 'judetul Prahova', 'Secaria', 'strada Piatra\nMare', 'Prahova', 'erodari de', 'Secaria', 'Secaria', 'Secaria', 'Prahova']",[]
71,17.Boldesti%20Scaieni%20-proces%20verbal%20nr10544din%2010.07.2018.pdf,17.Boldesti%20Scaieni%20-proces%20verbal%20nr10544din%2010.07.2018.txt,20.01.2015,Seciu,"['ROMANIA', 'Seciu', 'Judetul Prahova', 'Prahova', 'Mr']",[]
72,1706%20din%2016.02.2016.pdf,1706%20din%2016.02.2016.txt,16.02.2016,Drajna,"['ROMANIA', 'Drajna\n\nfn urma', 'Drajna', 'Drajna de Jos', 'Drajna', 'Prahova', 'erodari de', 'Drajna', 'siguranté', 'Drajna', 'Prahova', 'Drajna MAA aN\nPrimar']",['’ geotehnica si\nhidrogeologicd']
73,1712-07.04.2015.pdf,1712-07.04.2015.txt,07.04.2015,Cerasu,"['ROMANIA', 'Cerasu', 'Primdriei', 'Cerasu', 'Cerasu', 'Cerasu', 'Pedrumul judetean DJ 230:\n\n- podet tubular @', 'Valea Borului si', 'Valea Lespezii', 'DC 26', 'Pucioasa', 'Valea Lespezii', 'DC 26', 'punctul Patiu Maria', 'Valea Lespezii', 'Valea Lespezii', 'DC 26', 'Valea Lespezii', 'DC 26', 'Valea Lespezii', 'Izlaz', 'Valea Lespezii', 'Ghidu-Pancesti-Ogrezeanu', 'Valea Lespezi', 'Valea Lespezii', 'malul stang al paraului\nPiposari', 'Plaiet', 'Drajna si', 'Drajna si alunecare versant\ndreapta', 'Ston', 'Valea Bradetului', 'Bradet', 'paraului Drajna', 'Cerasu', 'judetul Prahova', 'paraul Drajna', 'Judetul\nPrahova', 'Judetul Prahova', 'Prahova', 'erodari de', 'DJ 230\nRaspunde', 'Valea Borului', 'Prahova', 'Cerasu\n\nviceprimar']",[]
74,1720%20din%2028.03.2018.pdf,1720%20din%2028.03.2018.txt,"28.03.2018

",Cerasu,"['ROMANIA', 'Cerasu', 'Prahova', 'Cerasu', 'judetul Prahova', 'Valea Slonului', 'Valea\nBr&detului si Valea Lespezii', 'Zona Rudari\n\n1', 'Punctul Francu', 'paraului Drajna', 'Valea Slonului\n\n1', 'Punctul Sandru Daniel', 'Punctul Butucaru', 'Valea Slonului\n\n', 'Valea Slonului in', 'Valea\nSlonului', 'malul sang al paraului Valea Slonului', 'paraul Drajna', 'malul sténg', 'malul stang al paraului', 'Zona Valea Ursului\n\n1.', 'Microsistem', 'Cerasu', 'Drajna', 'imediata vecinatate', 'Gospodaria de apa', 'Cerasu', 'Zona Valea Borului\n\n1.', 'malul stang al paraului Valea\n\nBorului', 'Valea Borului', 'Zona Valea Lespezii', 'Valea Lespezii', 'Drajna', 'Drajna cu paraul Valea Lespezii', 'sténg', 'versantul din proximitatea malului', 'Valea Lespezii', 'Smaranda', 'Salamar-Faget', 'zona Piposari', 'Zona Valea Tocii', 'Drajna', 'Zona Sat Bradet\n\nfn punctul Stanciu', 'Bradet', 'paraului Bradet', 'Faget', 'Fam', 'Prahova', 'Prahova', 'erodari de', 'Cerasu', 'siguranté', 'Prahova']",[]
75,1736-17.03.2015.pdf,1736-17.03.2015.txt,17.03.2015,Predeal Sarari,"['ROMANIA', 'Predeal Sarari', 'Prahova', 'Predeal-Sarari', 'Datoriti', 'DJ219', 'Predeal', 'Bobicesti', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de\n', 'activitajiilor de urmarire', 'siguranti a\n\nconstructiei,', 'obligafii $', 'Prahova', 'Prahova', 'Predeal-Sarari']",[]
76,1739-30.04.2015.pdf,1739-30.04.2015.txt,30.04.2015,Vadu Sapat,"['ROMANIA', 'Vadu Sapat\n\nUrmare', 'Prahova', 'Vadu Sapat', 'surpari', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'Prahova', 'erodari de', 'Sormele', 'Prahova']",[]
77,1754%20din%2017.05.2016.pdf,1754%20din%2017.05.2016.txt,20.01.2015,Carbunesti,"['ROMANIA', 'Carbunesti', 'Prahova', 'Carbunesti', 'judetul Prahova', 'DJ 100 M', 'DJ 100 M', 'Prahova', 'erodari de', 'DJ 100 M', 'DJ 100 M', 'Prahova']",[]
78,1767%20din%2018.05.2016.pdf,1767%20din%2018.05.2016.txt,18.05.2016,Tinosu,"['ROMANIA', 'Tinosu\n\n{', 'Prahova', 'Prahova', 'Tinosu', 'judetul Prahova', 'paraul Viroaga', 'paraul Viroaga', 'paraul Viroaga', 'metalicd cu diametrul de\naproximativ', '.G.A. Prahova', 'erodari de', 'paraului Viroaga\n\n3', 'Prahova', 'Prahova']",[]
79,1768%20din%2018.05.2016.pdf,1768%20din%2018.05.2016.txt,18.05.2016,Tinosu,"['ROMANIA', 'Tinosu\n\nfn urma', 'Prahova', 'Prahova', 'Tinosu', 'judetul Prahova', 'prim&riei Tinosu', 'Tinosu', 'Tinosu', 'Tinosu', 'Tinosu', 'Prahova', 'erodari de', 'Prahova', 'Prahova']",[]
80,17796%20din%2003.12.2015.pdf,17796%20din%2003.12.2015.txt,03.12.2015,orasului Breaza,"['ROMANIA', 'orasului Breaza\n\nUrmare a adreselor', 'Prahova', 'strada Stefan cel Mare', 'nr.37', 'Judetul Prahova', 'Prahova', 'Prahova', 'erodari de\n', 'urmirire curenté', 'Prahova']",[]
81,1782%20din%2012.02.2015.pdf,1782%20din%2012.02.2015.txt,20.01.2015,Brebu,"['ROMANIA', 'Brebu\n\nUrmare', 'Prahova', 'Brebu', 'Pietriceaua', 'DC 4C', 'erodari de', 'Judetul Prahova', 'Brebu', 'Brebu', 'Brebu', 'Prahova']",[]
82,1798%20din%2023.05.2016.pdf,1798%20din%2023.05.2016.txt,18.05.2016,Prahova,"['ROMANIA', 'Prahova', 'Gornet', 'DC44', 'DC44 au antrenat materialul', 'fagase', 'DC44', 'Nucet', 'Prahova', 'erodari de', 'DC44', 'Judetul Prahova', 'Gomet', 'Prahova']",[]
83,1865-12.03.2015.pdf,1865-12.03.2015.txt,12.03.2015,Drajna,"['Drajna\n\nUrmare adreselor', 'Prahova\n\n> Primar', 'Drajna', 'sténg', 'Prahova', 'erodari de', 'siguranté', 'DJ230 si DJ102B', 'Prahova']",[]
84,18743%20din%2008.12.2016.pdf,18743%20din%2008.12.2016.txt,08.12,Seciu,"['Seciu', 'DJ 232, km 3', 'scrisd', 'Prahova']",[]
85,1879%20din%2013.04.2018.pdf,1879%20din%2013.04.2018.txt,13.04.2018,Rifov,"['ROMANIA', 'Rifov\n\nin urma', 'Rifov', 'judetul Prahova', 'Goga', 'Rifov', 'Dambu', 'DJ 139 D', 'imediata vecinatate', 'DJ 139 D', 'Rifov', 'Prahova', 'Prahova', 'erodari de']",[]
86,1881%20din%2017.10.2016.pdf,1881%20din%2017.10.2016.txt,17.10.2016,Comuna Aricestii,"['ROMANIA', 'Comuna Aricestii', 'Aricestii Zeletin', 'DJ 233', 'fagase', 'pietonal', 'scrisd', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de\n', 'DJ 233']",[]
87,1896-16.03.2015.pdf,1896-16.03.2015.txt,1896,Prahova,"['ROMANIA', 'Prahova', 'Bertea', 'Valea Scandurii', 'Prahova', '.G.A. Prahova', 'erodari de']",[]
88,1899%20din%2026.03.2018.pdf,1899%20din%2026.03.2018.txt,’,Gura Vitioarei,"['ROMANIA', 'Gura Vitioarei\n\nin urma', 'Prahova', 'Gura Vitioarei', 'judetul Prahova', 'Fundeni', 'Fundeni', 'Gura Vitioarei si', 'Coada Malului', 'com Magurele', 'raul Teleajen', 'Fundeni', 'DN 1 A si', 'raului Teleajen', 'Fundeni', 'DN 1 A.\n\nMasuri', 'Prahova', 'Prahova', 'erodari de', 'Gura Vitioarei\n\nTermen: permanent\n\n2', 'Gura Vitioarei', 'Gura Vitioarei\n\nTermen: urgent', 'Gura\nVitioarei', 'Gura Vitioarei\nviceprimar']",[]
89,19.Talea-proces%20verbal%20nr.973%20din%2006.07.2018.pdf,19.Talea-proces%20verbal%20nr.973%20din%2006.07.2018.txt,18.05.2018,Talea,"['ROMANIA', 'Talea\n\nin urma', '8700/ CT', 'Talea', 'judetul Prahova', 'Talea', 'gospodaria', 'paraului Valceaua Mare', 'Talea', 'Jungime', 'Talea', 'judetu] Prahova', 'Sformele', 'Prahova', 'erodari de\n']",['Pagina } din2\n\n']
90,1922.pdf,1922.txt,22.07.2015,raul Cricovul Sarat,"['ROMANIA', 'raul Cricovul Sarat', 'raul Cricovul Sarat', 'prezinté', 'raului', 'Mentionam', 'raului Cricovul Sarat', 'Prahova', 'Slt', 'Prahova', 'Sing']",[]
91,1929-22.04.2015.pdf,1929-22.04.2015.txt,22.04.2015,Prahova,"['ROMANIA', 'Prahova', 'Tarlesti', 'Tarlesti', 'Nucsoara de Jos', 'Nucsoara de Sus', 'Valea Draganestilor”', 'Valea Stupinii', 'Valea Screzii', 'locuintaF enomenul', 'Valea Screzii si', 'Nucsoara de Sus', 'Posestii-Ungureni', 'Posesteanca', 'DJ 102 B', 'Posestii-Pamanteni', 'Vladari', 'Prahova', 'erodari de', 'Prahova']",[]
92,1935%20din%2012.04.2018.pdf,1935%20din%2012.04.2018.txt,12.04.2018,Singeru,"['ROMANIA', 'Singeru', 'Prahova', 'Slt', 'Singeru', 'judetul Prahova', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de', 'Singeru', 'Singeru', 'DJ 234', 'Sing']",[]
93,1950-16.04.2015.pdf,1950-16.04.2015.txt,16.04.2015,Prahova,"['ROMANIA', 'Prahova', 'Teisani', 'Valea Stilpului', 'Olteni', 'DC 17', 'Valea Vlastii', 'DJ219', 'Bughea de Sus', 'DC 17', 'paraului Bughea', 'fagase', 'Gura Vitioarei', 'Prahova', 'erodari de', 'Prahova']",[]
94,1953.pdf,1953.txt,22.05.2012,constatare/evaluare,"['ROMANIA', 'constatare/evaluare', 'Prahova', 'Batrani', 'paraului Batraneanca si ale afluentilor', 'DC 34', 'DC 34', 'DC 34 in zona timpanelor', 'DC 34', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de', 'siguranti a drumurilor', 'DC 34 zona Arionari', 'paraul Batraneanca si', 'DC 34', 'céte unul', 'Prahova']",[]
95,1960.pdf,1960.txt,1960,Salcia,"['ROMANIA', 'Salcia', 'Rast', 'Salcia', 'Rast', 'Rast', 'nr. 353', 'siguranté', 'Prahova', '.G.A. Prahova', 'erodari de', 'Judetul Prahova', 'Slt']",[]
96,1964%20din%2012.04.2018.pdf,1964%20din%2012.04.2018.txt,12.04.2018,Cerasu,"['ROMANIA', 'Cerasu', 'Prahova', 'Cerasu', 'judetul Prahova', 'Cerasu', 'Zona Rudari', 'Zona paraului Valea Slonului', 'Valea Slonului in', 'Punctul Ogrezeanu', 'malul sang al paraului Valea Slonului', 'paraul Drajna', 'malul stang al paraului', 'Zona Valea Ursului\n\n1.', 'Microsistem', 'Cerasu', 'Drajna', 'imediata vecinatate', 'Gospodaria de apa', 'Cerasu', 'Zona Valea Borului\n\n1.', 'malul stang al paraului Valea\n\nBorului', 'Valea Borului', 'Zona Valea Lespezii\n\nLa intrare in', 'Valea Lespezii', 'Drajna', 'Drajna cu paraul Valea Lespezii,\n\ns-a produs o eroziune puternicd', 'versantul din proximitatea malului', 'Valea Lespezii', 'Smaranda', 'zona Piposari', 'imediata\n\nvecinatate', 'Zona Valea Tocii', 'Drajna', 'Zona Sat Bradet\n\nin punctul Stanciu', 'Bradet', 'paraului Bradet', 'Faget', 'Fam', 'Prahova', 'Prahova', 'erodari de', 'Cerasu', 'siguranti a zonei', 'Prahova', 'Sing']",[]
97,1970%20din%2011.04.2018.pdf,1970%20din%2011.04.2018.txt,11.04.2018,DJ 101 T,"['ROMANIA', 'DJ 101 T', 'datoriti', 'versantul de', 'DJ 101 T', 'DJ 101 T', 'sténg', 'p&rdului', 'DJ 101 T', 'Zona surpatd', 'paraului', 'DJ 101 T', 'sténg', 'paraului', 'DJ 101 T', 'Lutu Rosu', 'Lutu Rosu', 'Prahova', 'erodari\n', 'DJ 101 T']",[]
98,2.Valea%20Doftanei-proces%20verbal%20nr.6402%20din%2028.06.2018.pdf,2.Valea%20Doftanei-proces%20verbal%20nr.6402%20din%2028.06.2018.txt,28.06.2018,astzi,"['astzi', 'Valea Dofianei\n\nUrmare a solicitarilor', 'Valea Doftanei si', 'Prahova', 'raului Doftana', 'DJ 1021 — zona km 34+100,', 'frontul rupturii', 'Doftana', 'DJ 102 I', 'DJ 102 I', 'Valea\nDoftanei', 'Judetu', 'Prahova', 'Prahova', 'Prahova', 'erodari de', 'urgentd', 'DJ 102 J in punctul', 'Bran', 'Prahova', 'Prahova']",[]
99,20.Sinaia-proces%20verbal%20nr.18808%20din%2003.07.2018.pdf,20.Sinaia-proces%20verbal%20nr.18808%20din%2003.07.2018.txt,03.07.2018,orasului Sinaia,"['ROMANIA', 'orasului Sinaia', 'Prahova', 'Sinaia', 'judetul Prahova', 'Sinaia', 'Detasmentului de Pompieri\nSinaia', 'strada 13 Septembrie', 'sarpantelor', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de']",[]
100,2004%20din%2019.03.2018.pdf,2004%20din%2019.03.2018.txt,19.03.2018,Plopu,"['ROMANIA', 'Plopu', 'astzi', 'Plopu', 'judetul Prahova', 'primdriei Plopu', 'Plopu', 'Prahova', 'erodari de\n']",[]
101,2012%20din%2015.06.2016.pdf,2012%20din%2015.06.2016.txt,2012,Teisani,"['ROMANIA', 'Teisani', 'Prahova', 'Teisani', 'judetul Prahova', 'Valea Stilpului', 'fagase', 'malul stang', 'Pardului', 'afecténd', 'Olteni', 'Stubeiu', 'DC 144', 'Valea Petcului', 'Teisani', 'DC 144', 'Teisani', 'Bratocea', 'Poiana', 'Valea Albului', 'Muscel', 'fagase', 'fagase', 'fagase', 'DC17', 'km 6+ 00', 'paraul Stalpul', 'Olteni si Valea\nStalpului', 'Ialomita', 'paraul Stalpul', 'Teisani', 'judetul Prahova', 'Prahova', 'erodari de', 'Teisani']",[]
102,2014-12.02.2015.pdf,2014-12.02.2015.txt,2014,orasului Breaza,"['ROMANIA', 'orasului Breaza\n\nUrmare a adreselor', 'Prahova', 'strada Stefan cel Mare', 'strada Stejarului nr. 9', 'Polite de', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de\n', 'siguranté', 'Prahova', 'Prahova']",[]
103,2015-30.04.2015.pdf,2015-30.04.2015.txt,Nr. 2015,TOMSANI,"['ROMANIA', 'TOMSANI', 'Tomsani', 'Prahova', 'Tomsani', 'Tomsani', 'Albesti', 'Albesti', 'Albesti', 'Albesti', 'Bloc Fizic 406', 'intoars', 'Albesti', 'Albesti', 'Albesti', 'Albesti', 'Loloiasca', 'Tomsani', 'Zidarescu', 'Sdtucu', 'cA', 'Tomsani', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'Prahova', 'erodari de', 'Tomsani', 'Tomsani', 'Tomsani', 'Tomsani', 'cunostinté proprietarilor/detinatorilor', 'Tomsani', 'Prahova']",[]
104,2017%20din%2009.11.2016.pdf,2017%20din%2009.11.2016.txt,2017,.G.A. Prahova,"['ROMANIA', '.G.A. Prahova\n\n-', 'Prahova', '.G.A. Prahova', 'erodari de']",[]
105,2018%20din%2012.04.2018.pdf,2018%20din%2012.04.2018.txt,12.04.2018,TELEGA,"['ROMANIA', 'TELEGA', 'Telega', 'Telega', 'judetul Prahova', 'Melicesti', 'Telega', 'Prahova', 'Prahova', 'erodari de', 'Telega\n\nTermen']",[]
106,20319%20din%2011.11.2016.pdf,20319%20din%2011.11.2016.txt,11.11.2016,Prahova,"['ROMANIA', 'Prahova', 'strada Valea Pietrii', 'strada Valea Pietrii', 'fagase', 'cartierul Schiau si releul de\ntelefonie mobil', 'Prahova', 'Prahova', 'erodari de', 'strada Valea Pletrii)\nmenfionate mai sus,(in punctul Berciu', 'Prahova']",[]
107,2034%20din%2026.02.2016.pdf,2034%20din%2026.02.2016.txt,26.02.2016,Prahova,"['ROMANIA', 'Prahova', 'Stefesti nr. 29 si in baza Ordinului\nPrefectului Judetului Prahova nr. 8', 'localitatile Slanic si Stefesti', 'zona km 7+500 + 8+000', 'versantul de', 'izvoare de coasta', 'Prahova', 'erodari de', 'Prahova']",[]
108,2041-29.04.2015.pdf,2041-29.04.2015.txt,29.04.2015,Manesti,"['Manesti', 'Prahova', 'baltirea', 'Prahova', 'Manesti', 'Manesti', 'strada\nPrincipala nr. 1', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'Prahova', 'erodari de', 'Sing', 'Manesti']",[]
109,2051%20din%2012.04.2018.pdf,2051%20din%2012.04.2018.txt,12.04.2018,.G.A. Prahova,"['ROMANIA', '.G.A. Prahova', 'Tarlesti', 'punctul Borsari', 'Chicioreni', 'Nucgoara de Jos', 'Valea Rancezului', 'Pietris', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de']",[]
110,2054%20din%2010.03.2017.pdf,2054%20din%2010.03.2017.txt,10.03.2017,Prahova,"['ROMANIA', 'Prahova', 'Izvoarele', 'Valea Mare', 'Ariciu', 'paraului Valea Mare', 'Izvoarele si Maneciu', 'Paméanteni', 'paraului', 'Valea Mare', 'strada Valea Mare', 'paraului Valea Mare', 'albia minora\n\naval', 'scrisd', 'Judetul Prahova', 'Judetul Prahova', 'erodari de', 'paraul Valea\nMare', 'paraul Valea Mare', 'Prahova']",[]
111,2062%20din%2004.10.2016.pdf,2062%20din%2004.10.2016.txt,04.10.2016,Salcia,"['ROMANIA', 'Salcia', 'Salcia', 'judetul Prahova', 'Salcia', 'Raportu', 'Rast', 'Salcia', 'Rast', 'aceeagi', 'Rast', 'nr. 353', 'Salcia']",[]
112,20955%20din%2020.12.2017.pdf,20955%20din%2020.12.2017.txt,20.12.2017,orasului Breaza,"['ROMANIA', 'orasului Breaza\n\nUrmare', 'Prahova', 'DJ 710', 'DJ 710 si', 'Judetul Prahova', 'Prahova', 'erodari de\n', 'Prahova']",[]
113,21.Brebu-proces%20verbal%20nr.10610%20din%2003.07.2018.pdf,21.Brebu-proces%20verbal%20nr.10610%20din%2003.07.2018.txt,03.07.2018,Brebu,"['ROMANIA', 'Brebu', 'judetul Prahova', 'Brebu', 'Pietriceaua', 'DC 4B', 'Alunis', 'Jua', 'geotehnicd si hidrogeologica', 'executfia']",[]
114,2103%20din%2019.05.2017.pdf,2103%20din%2019.05.2017.txt,19.05.2017,Batrani,"['ROMANIA', 'Batrani', 'Prahova', 'Batrani', 'judetul Prahova', 'Batrani', 'DC 34', 'Batraneanca', 'DC 34', 'Poiana Mare', 'Poiana Mare', 'Prahova', 'erodari de', 'siguranté', 'DC 34\n\nRaspunde', 'Batrani']",[]
115,2130-28.04.2015.pdf,2130-28.04.2015.txt,28.04.2015,TELEGA,"['ROMANIA', 'TELEGA', 'Telega', 'Prahova', 'punct Bilga', 'Telega', 'Bilga', 'DC 5 Telega', 'DC 5 Telega-Melicesti', 'DC 5 Telega-Melicesti', 'Calcea', 'versantul de pe partea\nstanga pe o lungime de aproximativ 40 m', 'Carciu', 'Melicesti', 'Melicesti', 'Telega', 'Sarata', 'Sarata', 'Melicesti', 'DC 5', 'Sarata', 'pardului', 'Sarata', 'Telega', 'Colibasi', 'reactivari', 'Telega', 'Telega', 'Judetul Prahova', 'Prahova', 'erodari de', 'Telega\n\nTermen', 'Telega\n\nTermen', 'Telega\n\nTermen', 'Telega', 'Prahova', 'Prahova']",[]
116,2131-28.04.2015.pdf,2131-28.04.2015.txt,28.04.2015,TELEGA,"['ROMANIA', 'TELEGA', 'Telega', 'Prahova', 'Telega', 'versantul din spatele locuintei s-', 'si cedari', 'Prahova', 'Prahova', 'erodari de', 'Telega\n\nTermen', 'Telega']",[]
117,2174%20din%2013.04.2018.pdf,2174%20din%2013.04.2018.txt,13.04.2018,Vadu Sapat,"['ROMANIA', 'Vadu Sapat\n\nUrmare', 'Slt', 'Vadu Sapat', 'Vadu Sapat', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de', 'Sing']",[]
118,2184.pdf,2184.txt,17.11.2015,Talea,"['ROMANIA', 'Talea', 'T alea', 'primériei', 'nr. 286', 'siguranti', 'Talea', 'Prahova', 'Prahova', 'erodari de']",[]
119,22.Teisani-proces%20verbal%20nr.2538%20din%2003.07.2018.pdf,22.Teisani-proces%20verbal%20nr.2538%20din%2003.07.2018.txt,03.07.2018,Nr.78,"['ROMANIA', 'Nr.78', 'Teisani', 'Teisani', 'judetul Prahova', 'Teisani', 'Teisani', 'Valea Stilpului\n\n', 'Paraului Stilpu', 'alunecdrilor de teren', 'Olteni', 'Paraului Stilpu', 'DC 17 peo lungime de cca5 km', 'Bughea de Sus', 'Stubeiu', 'DCIi7', 'paraului Bughea', 'Muscel', 'Valea Stilpului si Olteni', '.G.A. Prahova', 'Stubeiu', 'domeniul A4 si va actiona\n\nconform concluzilor acesteia.', 'domeniul Af si un studiu\n\nhidrogeotehnic', 'Prahova', 'erodari de', 'Teisani']",[]
120,22031%20din%2017.11.2017.pdf,22031%20din%2017.11.2017.txt,17.11.2017,Brazi,"['ROMANIA', 'Brazi', 'Prahova', 'Brazi', 'Stejaru', 'judetul Prahova', 'raul Prahova', 'Brazi', 'Stejaru', 'DC 103', 'Prahova', 'raului Prahova', 'Prahova', 'erodari de', 'Brazi']",[]
121,2210-08.04.2015.pdf,2210-08.04.2015.txt,08.04.2015,Ceptura de Sus,"['ROMANIA', 'Ceptura de Sus', 'DJ 102N la km 5+350, zona Dutu - Ulia Popa', 'DJ 102N', 'Soimesti', 'DJ 102N', 'Micsunel', 'Drumul judetean DJ 102 N prezinta denivelari si', 'Suditi', 'Micsunel', 'Suditi', 'Soimesti', 'Micsunel', 'aparifia unor\nfracturi', 'Soimesti', 'DJ 102 N', 'Rotari', 'Judetul Prahova', 'Judetul\nPrahova', 'Prahova', 'Prahova', 'erodari de', 'DJ 102 N', 'DJ 102 N.\nRaspunde', 'DJ 102 N. punct Dutu', 'Ceptura\n\nVermen', 'Prahova']",['Circulatia in']
122,2221%20din%2003.05.2017.pdf,2221%20din%2003.05.2017.txt,04.04.2017,Prahova,"['ROMANIA', 'Prahova', 'Starchiojd', 'DJ 102 L', 'Stémnic si afuierea fundatiei stalpului', 'DC 59 A', 'Stamnic', 'versantul malului stang al\nalbiei paraului', 'Stamnic', 'DC 59A', 'Valea Anei si Rotarea', 'sténg', 'izvoarele de coasta', 'Rotarea', 'Stamnic', 'si pasuni', 'Starchiojd', 'Starchiojd', 'Starchiojd', 'Starchiojd', 'Valea Calului', 'malul sténg', 'paraului Bradet', 'strada Partizani', 'DC 39', 'Stamate', 'Bradet', 'DC 39', 'judetul Prahova', 'paraul Bradet', 'Starchiojd', 'erodari\n', 'Stamnic', 'DC 59', 'Stamnic', 'Valea Anei', 'Prahova']",['Targului Comunal']
123,2269%20din%2012.04.2018.pdf,2269%20din%2012.04.2018.txt,12.04.2018,Gura Vitioarei,"['Gura Vitioarei\n\nin urma adresci Institujiei Prefectului', 'Gura Vitioarei', 'judetul Prahova', 'Poiana Copaceni', 'intre kilometrii 0+170', 'DC17', 'Gura Vitioarei', 'Gura Vitioarei', 'erodari de', 'Gura\nVitioarei', 'Prahova']",[]
124,23.Sinaia-proces%20verbal%20nr.18302%20din%2003.07.2018.pdf,23.Sinaia-proces%20verbal%20nr.18302%20din%2003.07.2018.txt,03.07.2018,orasului Sinaia,"['ROMANIA', 'orasului Sinaia', 'Prahova', 'Sinaia', 'judetul Prahova', 'Detasmentului de Pompieri\nSinaia', 'strada 13 Septembrie', 'sarpantelor', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de']",[]
125,2302%20din%2011.04.2018.pdf,2302%20din%2011.04.2018.txt,11.04.2018,Prahova,"['ROMANIA', 'Prahova', 'DJ207', 'Virforeni', 'DC 142', 'Plaiu Cimpinei', 'Adela', 'Plaiu Cimpinei', 'Vistieru', 'DJ 207', 'Vistieru', 'DJ 207', 'DJ 207 Nistoresti', 'DJ 207 Nistoresti', 'Prahova', 'erodari de', 'DJ207', 'DJ207', 'DJ207', 'DJ207', 'Prahova']",[]
126,2307%20din%2020.04.2018.pdf,2307%20din%2020.04.2018.txt,20.04.2018,judetul Prahova,"['ROMANIA', 'judetul Prahova', 'Km 54+', 'raului Prahova', 'DN1A si', 'Prahova', 'Prahova', 'erodari de', 'Slt']",[]
127,2310%20din%2012.03.2018.pdf,2310%20din%2012.03.2018.txt,12.03.2018,Drajna,"['ROMANIA', 'Drajna\n\nUrmare', 'Catunu', 'strada Oierilor', 'str. Oierilor', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de', 'Drajna']",[]
128,2317%20din%2023.09.2016.pdf,2317%20din%2023.09.2016.txt,23.09.2016,Adunafi,"['ROMANIA', 'Adunafi', 'Tudorani', 'Drumul Carului', 'strada Drumul Carului, nr. 115', 'Prahova', 'erodari de', 'activitdgilor', 'strada Drumul Carului, nr. 115']",[]
129,2327%20din%2011.05.2017.pdf,2327%20din%2011.05.2017.txt,11.05.2017,Bertea,"['ROMANIA', 'Bertea', 'paraul Bertea', 'Piata\nComunala', 'malul stang al paraului', 'DJ 101 T.\n\n3', 'malul stang al paraului Bertea', 'DJ 101 T.\n\n5.', 'versantul malului', 'malul stang al paraului', 'digu', 'lalomita', 'judetul\nPrahova', 'Bertea', 'Prahova', 'erodari\n', 'Beytea']",[]
130,2371%20din%2013.04.2018.pdf,2371%20din%2013.04.2018.txt,13.04.2018,Alunis,"['ROMANIA', 'Alunis', 'Prahova', 'Alunis', 'judetul Prahova', 'Alunis', 'Prahova', 'erodari de', 'Alunis']",[]
131,24.Posesti-proces%20verbal%20nr.2969%20din%2008.06.2018.pdf,24.Posesti-proces%20verbal%20nr.2969%20din%2008.06.2018.txt,08.06.2018,.G.A. Prahova,"['ROMANIA', '.G.A. Prahova', 'Bodesti', 'gospodaria', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de', 'Bodesti']",[]
132,2427%20din%2030.08.2017.pdf,2427%20din%2030.08.2017.txt,incepand cu data de,DJ 710 —-1a km 22+700 -,"['ROMANIA', 'DJ 710 —-1a km 22+700 -', 'DJ 710', 'Tudorani', 'Drumul Carului', 'DJ 710', 'paraul Coporod', 'paraul Provita', 'DC Valea Bradului', 'DJ 100 E si DC Valea Bradului', 'Provita', 'Prahova', 'Prahova', 'erodari de\n', 'DJ 710 si']",[]
133,2441-28.04.2015.pdf,2441-28.04.2015.txt,28.04.2015,Rafov,"['ROMANIA', 'Rafov', 'Rafov Barcanesti', 'Recea Viisoara', 'Rafov', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'Prahova', 'Prahova', 'Rafov']","['Cultura de rapita nua', 'Cultura de rapita']"
